id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,mpeg4,5000000,15.0,640,480,221160,4.108
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,flv,242000,29.97,1920,1080,221160,7.288
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,flv,539000,24.0,1280,720,219480,6.148
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,h264,820000,29.97,640,480,219656,16.621
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,vp8,242000,25.0,640,480,219480,6.24
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,flv,3000000,12.0,320,240,219480,1.384
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,flv,242000,12.0,176,144,136024,0.332
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,flv,109000,12.0,176,144,216820,0.728
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,109000,12.0,320,240,166720,3.228
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,mpeg4,3000000,24.0,640,480,221160,2.452
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,5000000,24.0,320,240,247900,2.444
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,mpeg4,539000,24.0,480,360,216820,3.164
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,109000,24.0,1280,720,219480,2.604
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,flv,5000000,29.97,320,240,218136,0.364
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,mpeg4,5000000,15.0,1280,720,98252,5.596
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,flv,242000,29.97,320,240,206048,0.768
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,mpeg4,539000,12.0,480,360,220900,2.284
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,flv,109000,29.97,1280,720,221152,2.912
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,h264,242000,29.97,480,360,218136,4.832
3-Wy-Ftbd40,69.93833,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,vp8,3000000,24.0,1920,1080,221152,22.109
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,flv,820000,12.0,176,144,218932,0.532
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,mpeg4,3000000,12.0,1280,720,221152,3.388
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,flv,3000000,25.0,640,480,216820,1.548
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,flv,539000,12.0,1920,1080,217348,3.72
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,vp8,3000000,24.0,1280,720,216820,16.673
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,h264,109000,15.0,176,144,219656,1.784
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,mpeg4,539000,24.0,1920,1080,218932,14.441
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,vp8,820000,15.0,320,240,219480,3.088
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,flv,109000,12.0,480,360,109928,1.076
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,h264,3000000,25.0,640,480,219480,10.869
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,vp8,5000000,24.0,320,240,221160,4.952
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,242000,24.0,480,360,165700,2.736
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,flv,56000,29.97,1280,720,217348,3.064
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,flv,820000,25.0,176,144,219480,0.288
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,flv,242000,15.0,1280,720,218900,2.12
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,109000,15.0,480,360,216820,4.516
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,mpeg4,109000,29.97,320,240,165668,3.848
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,flv,109000,24.0,320,240,216820,1.016
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,5000000,25.0,176,144,219480,6.312
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,flv,3000000,12.0,1920,1080,114200,4.544
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,mpeg4,109000,24.0,1920,1080,219480,12.069
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,5000000,25.0,176,144,219480,3.82
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,vp8,242000,15.0,320,240,219656,2.712
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,flv,3000000,24.0,1280,720,216820,2.944
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,3000000,25.0,176,144,216820,4.256
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,flv,109000,29.97,480,360,217080,0.548
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,56000,15.0,1920,1080,219480,27.87
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,vp8,109000,25.0,1280,720,219464,16.965
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,h264,56000,24.0,1920,1080,609932,35.318
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,109000,15.0,176,144,167052,2.424
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,flv,820000,15.0,640,480,249060,1.108
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,56000,25.0,1920,1080,219480,39.738
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,h264,5000000,12.0,1280,720,312556,18.133
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,h264,539000,24.0,320,240,221160,3.3
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,h264,56000,25.0,1920,1080,648944,23.001
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,vp8,242000,24.0,176,144,219480,1.556
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,mpeg4,539000,15.0,320,240,164736,3.848
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,flv,56000,24.0,480,360,219480,2.808
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,h264,5000000,12.0,1920,1080,629664,100.374
3-Wy-Ftbd40,69.93833,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,mpeg4,539000,29.97,320,240,221152,1.536
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,mpeg4,3000000,24.0,640,480,221152,3.972
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,h264,3000000,25.0,320,240,165668,5.508
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,mpeg4,109000,29.97,176,144,219480,2.64
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,mpeg4,539000,15.0,480,360,219480,2.632
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,flv,820000,25.0,640,480,218136,0.596
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,56000,24.0,480,360,216820,2.8
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,h264,5000000,29.97,320,240,216820,10.357
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,h264,56000,25.0,320,240,216820,3.292
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,vp8,56000,29.97,480,360,219656,4.312
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,h264,5000000,15.0,1280,720,378568,89.686
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,flv,539000,15.0,640,480,216820,1.496
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,mpeg4,3000000,15.0,480,360,165696,3.868
0ckO-lUydcc,177.33333,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,h264,3000000,25.0,1920,1080,634080,91.766
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,h264,820000,12.0,480,360,216820,5.332
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,flv,109000,25.0,640,480,219464,0.592
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,vp8,539000,15.0,640,480,221160,2.016
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,h264,56000,24.0,1920,1080,677188,35.386
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,56000,24.0,320,240,219480,4.048
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,109000,24.0,640,480,216820,4.852
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,mpeg4,109000,24.0,1920,1080,218664,12.229
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,mpeg4,242000,12.0,640,480,221160,2.316
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,flv,242000,12.0,320,240,51968,0.432
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,vp8,820000,24.0,176,144,219200,0.984
236x-T7D-8g,581.233,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,flv,242000,29.97,1920,1080,218932,6.44
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,242000,12.0,1280,720,165700,10.565
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,flv,539000,25.0,480,360,219656,1.532
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,vp8,5000000,15.0,1280,720,219480,33.818
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062992,51,7585,0,7636,918325,7387906,0,8306231,vp8,56000,12.0,480,360,221160,3.04
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,mpeg4,56000,29.97,480,360,221152,3.596
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,h264,3000000,24.0,1920,1080,646668,140.073
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,flv,539000,12.0,320,240,136048,0.472
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,h264,56000,15.0,320,240,216820,2.192
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,mpeg4,5000000,29.97,640,480,165696,5.804
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,mpeg4,3000000,29.97,320,240,221160,1.72
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,h264,3000000,29.97,1920,1080,666852,169.143
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,flv,820000,29.97,1280,720,155028,3.24
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,mpeg4,56000,15.0,1920,1080,217852,8.089
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,vp8,109000,25.0,320,240,221160,4.68
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,vp8,5000000,12.0,1280,720,220900,14.129
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,mpeg4,242000,24.0,1920,1080,216820,12.425
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,flv,5000000,12.0,480,360,221160,0.452
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,539000,29.97,176,144,165700,2.432
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,flv,3000000,25.0,176,144,165564,2.884
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,vp8,3000000,24.0,320,240,219480,4.304
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,flv,56000,29.97,640,480,165668,0.628
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,3000000,12.0,480,360,221160,6.216
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,vp8,242000,15.0,176,144,219656,1.824
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,mpeg4,56000,25.0,1280,720,216820,10.169
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,flv,109000,25.0,640,480,216820,1.056
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,h264,5000000,25.0,1280,720,327144,73.801
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,vp8,5000000,29.97,640,480,219480,5.08
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,h264,242000,24.0,640,480,212336,9.169
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,h264,3000000,29.97,640,480,165700,18.857
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,flv,539000,29.97,640,480,216820,1.228
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,vp8,242000,12.0,1280,720,165668,10.233
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,vp8,56000,15.0,480,360,216820,2.984
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,flv,109000,15.0,176,144,165700,0.804
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,vp8,3000000,25.0,640,480,83860,5.132
0Yxo-eU6AjI,326.583,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,flv,242000,29.97,320,240,213264,1.264
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,820000,24.0,320,240,221160,1.644
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,h264,820000,12.0,176,144,219480,1.204
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,vp8,242000,24.0,640,480,219480,16.873
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,flv,109000,15.0,1920,1080,217080,7.244
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,vp8,109000,24.0,1920,1080,216820,26.058
3HVJ-p8L33A,163.897,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,h264,820000,24.0,1280,720,305304,37.51
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,h264,539000,24.0,480,360,216820,14.385
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,flv,5000000,12.0,480,360,216020,9.685
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,820000,29.97,480,360,165700,8.265
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,h264,109000,15.0,176,144,138180,1.56
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,mpeg4,5000000,15.0,1920,1080,219480,7.476
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,mpeg4,56000,12.0,640,480,219480,1.832
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,h264,109000,25.0,480,360,217080,5.816
BdjaOIJCA0w,648.715,h264,640,480,480584,29.0,336,19107,0,19443,6313385,32656910,0,38970295,flv,539000,25.0,320,240,34868,1.568
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,mpeg4,820000,29.97,320,240,219200,1.616
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,flv,5000000,12.0,1280,720,219480,1.532
1Vq6-f1kYeM,127.221664,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,flv,242000,15.0,176,144,217544,7.664
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.02174,74,9134,0,9208,869558,470067,0,1339625,vp8,56000,29.97,480,360,221152,3.412
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,flv,820000,12.0,640,480,221160,0.596
3HVJ-p8L33A,163.897,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,539000,24.0,1280,720,219656,7.176
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,flv,820000,25.0,1920,1080,165700,5.244
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,vp8,820000,12.0,1280,720,219656,21.673
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,flv,56000,29.97,1920,1080,217080,9.741
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,h264,5000000,12.0,480,360,219480,18.797
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,mpeg4,820000,15.0,480,360,219656,4.508
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062992,51,7585,0,7636,918325,7387906,0,8306231,flv,5000000,12.0,1920,1080,221160,4.936
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,flv,3000000,29.97,176,144,218900,0.72
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,h264,5000000,24.0,1280,720,313532,58.5
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,h264,539000,24.0,640,480,219480,14.905
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,mpeg4,56000,12.0,1920,1080,165700,7.052
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,flv,5000000,25.0,1280,720,221152,2.624
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,vp8,56000,12.0,1280,720,221160,10.265
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,flv,3000000,29.97,1280,720,219656,3.644
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,h264,242000,12.0,1920,1080,606480,39.07
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,109000,24.0,320,240,221160,3.828
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,mpeg4,3000000,29.97,480,360,97592,3.472
Z5u-9PUbFig,95.89833,h264,1280,720,2996023,30.0,51,2823,0,2874,6250765,29663433,0,35914198,flv,5000000,12.0,480,360,86436,8.077
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,3000000,24.0,1920,1080,248092,38.258
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,vp8,820000,15.0,640,480,219480,7.18
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,820000,12.0,480,360,220808,2.744
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,flv,820000,29.97,1920,1080,219480,7.94
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,242000,15.0,176,144,65832,1.716
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062992,51,7585,0,7636,918325,7387906,0,8306231,flv,539000,15.0,320,240,221160,1.088
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.02174,74,9134,0,9208,869558,470067,0,1339625,vp8,56000,25.0,320,240,221152,2.056
0ckO-lUydcc,177.33333,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,mpeg4,109000,24.0,320,240,163000,1.376
236x-T7D-8g,581.233,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,h264,820000,25.0,1920,1080,649412,70.168
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,820000,12.0,480,360,182920,2.716
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,flv,242000,29.97,640,480,219480,2.972
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,vp8,539000,25.0,1280,720,83384,11.873
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,vp8,820000,25.0,320,240,218664,3.108
236x-T7D-8g,581.233,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,h264,820000,15.0,640,480,218932,13.649
1WrA-SRsgEk,384.451,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,242000,12.0,480,360,217828,1.76
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,56000,25.0,1280,720,77564,8.429
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,h264,820000,29.97,480,360,219656,10.625
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,mpeg4,820000,25.0,1280,720,140080,10.157
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,56000,29.97,480,360,219656,3.712
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,mpeg4,539000,15.0,1920,1080,219480,11.273
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,flv,3000000,12.0,1920,1080,216820,4.444
